cost_estimate,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,square_footage,permit_issuance_date,job_location_house_number,job_location_street_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
1026084,40.74100876,-73.85935974,Queens,NB,New Building,421569467,4047633,6933,7/3/2019,5308,102ND ST,RESIDENTIAL: APARTMENT HOUSES,4,7
10090640,40.74433899,-73.92539215,Queens,NB,New Building,421576299,4605192,68180,7/3/2019,43-46,39TH PLACE,RESIDENTIAL: APARTMENT HOUSES,8,48
375555,40.7455101,-73.70172882,Queens,A1,ALT 1 Enlargement,421639169,4178356,2052,7/3/2019,80-48,LANGDALE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
547179,40.74842834,-73.79062653,Queens,A1,ALT 1 Enlargement,421715692,4127208,712,7/3/2019,48-14,188 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
44400,40.75941086,-73.7874527,Queens,NB,New Building,421590718,4121160,300,7/3/2019,194-08,42 AVENUE,UTILITY / MISCELLANEOUS,1,
697968,40.76303864,-73.87387848,Queens,NB,New Building,421468511,4616791,4716,7/3/2019,95-07,ASTORIA BLVD,RESIDENTIAL: APARTMENT HOUSES,3,3
677100,40.76305008,-73.87406921,Queens,NB,New Building,421457042,4616792,4575,7/3/2019,95-03,ASTORIA BLVD,RESIDENTIAL: APARTMENT HOUSES,3,3
562696,40.76305008,-73.87406921,Queens,NB,New Building,421457211,4032625,3802,7/3/2019,95-05,ASTORIA BLVD,RESIDENTIAL: APARTMENT HOUSES,3,3
3064192,40.77182007,-73.93119812,Queens,NB,New Building,420663366,4005624,20704,7/3/2019,16-Nov,MAIN AVE,RESIDENTIAL: APARTMENT HOUSES,7,29
1687792,40.77273941,-73.91441345,Queens,NB,New Building,420663721,4017170,11404,7/3/2019,23-71,31 STREET,RESIDENTIAL: APARTMENT HOUSES,6,10
772708,40.77988052,-73.77306366,Queens,NB,New Building,420825815,4619080,5221,7/3/2019,215-25,26TH AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
775200,40.78155899,-73.98165894,Manhattan,A1,ALT 1 Enlargement,120841928,1079377,8279,7/3/2019,235,WEST 75TH STREET,RESIDENTIAL: APARTMENT HOUSES,14,102
298960,40.78162003,-73.94502258,Manhattan,NB,New Building,123238923,1090591,2020,7/3/2019,433,EAST 93 STREET,FACTORY/INDUSTRIAL: MODERATE HAZARD,1,
26640,40.78430176,-73.85639191,Queens,NB,New Building,421457872,4618908,180,7/3/2019,110-10,14  ROAD,UTILITY / MISCELLANEOUS,1,
452880,40.78430176,-73.85639191,Queens,NB,New Building,421469397,4618908,3060,7/3/2019,110-10,14 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
26640,40.78430176,-73.85630035,Queens,NB,New Building,421457293,4618909,180,7/3/2019,110-12,14 ROAD,UTILITY / MISCELLANEOUS,1,
566100,40.78430176,-73.85630035,Queens,NB,New Building,421469404,4618909,3825,7/3/2019,110-12,14 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
641284,40.84700012,-73.81828308,Bronx,NB,New Building,220683106,2129380,4333,7/3/2019,1634,LIBRARY AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
52000,40.84865952,-73.84924316,Bronx,A1,ALT 1 Enlargement,220536971,2045067,924,7/3/2019,1647,YATES AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
2212600,40.86750031,-73.89452362,Bronx,NB,New Building,220551016,2128768,14950,7/3/2019,2692,CRESTON AVE,RESIDENTIAL: APARTMENT HOUSES,6,12
3697632,40.87876892,-73.86611938,Bronx,NB,New Building,220560220,2818391,24984,7/3/2019,3545,WHITE PLAINS ROAD,RESIDENTIAL: APARTMENT HOUSES,6,20
7833048,40.88256836,-73.84281158,Bronx,NB,New Building,210178065,2097408,52926,7/3/2019,1250,EAST 229 STREET,BUSINESS,3,
25000,40.6167984,-74.01277161,Brooklyn,A1,ALT 1 Enlargement,310024363,3164015,685,7/5/2019,1246,82 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
4695152,40.62316132,-73.97093201,Brooklyn,NB,New Building,301759372,3853124,31724,7/5/2019,1036,OCEAN PARKWAY,"ASSEMBLY (CHURCHES, CONCERT HALLS)",2,
1273188,40.63402176,-74.03591156,Brooklyn,A1,ALT 1 Enlargement,321184455,3148116,2650,7/5/2019,7402,NARROWS AVE.,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
440000,40.63817978,-74.00744629,Brooklyn,A1,ALT 1 Enlargement,321154371,3015167,2852,7/5/2019,771,56 STREET,BUSINESS,4,0
371776,40.65713882,-73.84876251,Queens,NB,New Building,421536635,4293212,2512,7/5/2019,159-27,83 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
400000,40.65895081,-73.75066376,Queens,A1,ALT 1 Enlargement,421678107,4286482,2558,7/5/2019,146-18,230 PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
3674248,40.66743088,-73.99394989,Brooklyn,NB,New Building,320909987,3023839,24826,7/5/2019,577,THIRD AVENUE,RESIDENTIAL: APARTMENT HOUSES,7,19
30031864,40.67060852,-73.95465851,Brooklyn,NB,New Building,320622787,3425089,202918,7/5/2019,1535,BEDFORD AVENUE,RESIDENTIAL: APARTMENT HOUSES,11,186
737500,40.67699051,-73.95387268,Brooklyn,A1,ALT 1 Enlargement,321800887,3030268,1350,7/5/2019,1094,DEAN ST,RESIDENTIAL: APARTMENT HOUSES,4,6
529840,40.67893982,-73.76622772,Queens,NB,New Building,421242729,4614925,3580,7/5/2019,130-16,176TH PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
825544,40.68254852,-73.99481964,Brooklyn,NB,New Building,321670651,3425020,5578,7/5/2019,330,SACKETT ST,RESIDENTIAL: APARTMENT HOUSES,4,1
825544,40.68257904,-73.99488068,Brooklyn,NB,New Building,321670642,3007014,5578,7/5/2019,328,SACKETT ST,RESIDENTIAL: APARTMENT HOUSES,4,1
1002700,40.69110107,-73.91544342,Brooklyn,NB,New Building,321186943,3425683,6775,7/5/2019,1218,PUTNAM AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,7
976800,40.69110107,-73.91544342,Brooklyn,NB,New Building,321186952,3425684,6600,7/5/2019,1220,PUTNAM AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,7
947644,40.69110107,-73.91544342,Brooklyn,NB,New Building,321186961,3425685,6403,7/5/2019,1222,PUTNAM AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,7
6304060,40.6922493,-73.80888367,Queens,NB,New Building,421315222,4440168,42595,7/5/2019,143-18,LIBERTY AVE,"RESIDENTIAL: HOTELS, DORMITORIES",6,88
70000,40.70000839,-73.81345367,Queens,A1,ALT 1 Enlargement,421651313,4213729,515,7/5/2019,90-41,138 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
2661632,40.70280838,-73.9838028,Brooklyn,NB,New Building,321404636,3855901,17984,7/5/2019,250,WATER ST.,RESIDENTIAL: APARTMENT HOUSES,5,3
1571000,40.70357132,-73.95517731,Brooklyn,A1,ALT 1 Enlargement,321652234,3060855,2098,7/5/2019,219,RUTLEDGE STREET,RESIDENTIAL: APARTMENT HOUSES,4,9
1071668,40.71405029,-73.93785095,Brooklyn,NB,New Building,321194596,3070368,7241,7/5/2019,289,DEVOE STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
926184,40.71408081,-73.94358063,Brooklyn,NB,New Building,321193436,3426536,6258,7/5/2019,171,DEVOE STREET,RESIDENTIAL: APARTMENT HOUSES,4,6
195000,40.72512054,-73.82624054,Queens,A1,ALT 1 Enlargement,421517399,4142287,820,7/5/2019,136-18,72 AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1996668,40.73712921,-73.95480347,Brooklyn,NB,New Building,321299518,3425463,13491,7/5/2019,44,BOX STREET,RESIDENTIAL: APARTMENT HOUSES,6,16
10600000,40.74514008,-74.00520325,Manhattan,A1,ALT 1 Enlargement,122085448,1012572,45712,7/5/2019,455,WEST 19TH STREET,RESIDENTIAL: APARTMENT HOUSES,12,10
316410,40.74805832,-73.73612213,Queens,A1,ALT 1 Enlargement,401306449,4172588,2520,7/5/2019,71-57,DOUGLASTON PARKWAY,RESID. BLDG - OLD CODE,2,1
848484,40.75941086,-73.7874527,Queens,NB,New Building,421581620,4121160,5733,7/5/2019,194-08,42 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
21284028,40.76137924,-73.99463654,Manhattan,NB,New Building,121190889,1090444,143811,7/5/2019,615,10 AVE,RESIDENTIAL: APARTMENT HOUSES,7,92
3000000,40.76884842,-73.95140076,Manhattan,A1,ALT 1 Enlargement,122514145,1086044,1200,7/5/2019,506,E 76 STREET,EDUCATIONAL,6,
8757308,40.77878952,-73.94656372,Manhattan,NB,New Building,121191352,1050636,59171,7/5/2019,412,EAST 90TH STREET,EDUCATIONAL,6,
333520,40.78963852,-73.84796906,Queens,A1,ALT 1 Enlargement,421690325,4096153,1283,7/5/2019,119-25,9 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1869425,40.87052155,-73.89859772,Bronx,A1,ALT 1 Enlargement,210178136,2015305,0,7/5/2019,2771,RESERVOIR AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1042956,40.69527054,-73.92523956,Brooklyn,NB,New Building,321236337,3074374,7047,7/7/2019,281,EVERGREEN AVE,RESIDENTIAL: APARTMENT HOUSES,4,6
15233936,40.58773041,-73.93049622,Brooklyn,NB,New Building,320592248,3248653,102932,7/8/2019,2727,KNAPP STREET,STORAGE: MODERATE HAZARD,4,
1004624,40.60047913,-73.96897888,Brooklyn,NB,New Building,321381410,3426677,6788,7/8/2019,2041,EAST 3RD STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
685000,40.6246109,-73.92524719,Brooklyn,A1,ALT 1 Enlargement,320911279,3217836,1700,7/8/2019,1433,EAST 52ND STREET,RESIDENTIAL: APARTMENT HOUSES,3,5
631070,40.63404083,-73.99990082,Brooklyn,A1,ALT 1 Enlargement,321773871,3139664,1200,7/8/2019,5505,11 AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,3
454000,40.64163971,-74.0125885,Brooklyn,A1,ALT 1 Enlargement,321706800,3015017,873,7/8/2019,530,55 STREET,RESIDENTIAL: APARTMENT HOUSES,3,4
982128,40.64215088,-73.9701767,Brooklyn,NB,New Building,321235383,3125656,6636,7/8/2019,263,EAST 9 STREET,RESIDENTIAL: APARTMENT HOUSES,3,6
61997348,40.64715958,-74.0786438,Staten Island,NB,New Building,520137815,5164632,418901,7/8/2019,155,RICHMOND TERRACE,STORAGE: LOW HAZARD,2,
2750000,40.64715958,-74.0786438,Staten Island,A1,ALT 1 Enlargement,520137708,5164632,185362,7/8/2019,155,RICHMOND TERRACE,STORAGE: LOW HAZARD,1,0
8953852,40.64886093,-73.96453857,Brooklyn,NB,New Building,321831862,3426423,60499,7/8/2019,1634,CHURCH AVENUE,RESIDENTIAL: APARTMENT HOUSES,8,48
14624176,40.66291046,-73.9307785,Brooklyn,NB,New Building,321047791,3425875,98812,7/8/2019,33,REMSEN AVE,STORAGE: MODERATE HAZARD,6,
700000,40.6698494,-73.92881012,Brooklyn,A1,ALT 1 Enlargement,321148931,3037133,4490,7/8/2019,1443,LINCOLN PL,RESIDENTIAL: APARTMENT HOUSES,4,8
1000000,40.67786026,-73.99436188,Brooklyn,A1,ALT 1 Enlargement,321207975,3007983,1444,7/8/2019,50,3RD STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
5415912,40.67798996,-73.87358856,Brooklyn,NB,New Building,321646215,3855064,36594,7/8/2019,975,LIBERTY AVENUE,RESIDENTIAL: APARTMENT HOUSES,7,41
909904,40.6844101,-73.92890167,Brooklyn,NB,New Building,321717004,3046265,6148,7/8/2019,589,HALSEY STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
862100,40.68647003,-73.90979004,Brooklyn,NB,New Building,320911475,3425862,5825,7/8/2019,1086,DECATUR STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
1434499,40.68764114,-73.92311859,Brooklyn,A1,ALT 1 Enlargement,321024752,3039681,3670,7/8/2019,864,MADISON STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
560860,40.69086075,-73.94074249,Brooklyn,A1,ALT 1 Enlargement,321191278,3050040,950,7/8/2019,802,LAFAYETTE AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,6
827200,40.69425964,-73.92735291,Brooklyn,A1,ALT 1 Enlargement,321807167,3426467,1536,7/8/2019,664,KOSCIUSZKO STREET,RESIDENTIAL: APARTMENT HOUSES,3,7
1695340,40.69480133,-73.95742035,Brooklyn,NB,New Building,320625702,3322359,11455,7/8/2019,120,SKILLMAN ST,RESIDENTIAL: APARTMENT HOUSES,5,7
224268,40.69916153,-73.777771,Queens,A1,ALT 1 Enlargement,421659262,4218914,853,7/8/2019,109-31,177 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
947700,40.71049881,-73.95304108,Brooklyn,A1,ALT 1 Enlargement,321403272,3251744,3172,7/8/2019,352,SOUTH 1ST STREET,RESIDENTIAL: APARTMENT HOUSES,5,8
1350000,40.71131897,-73.94989014,Brooklyn,A1,ALT 1 Enlargement,321526773,3069329,0,7/8/2019,537,GRAND STREET,RESIDENTIAL: APARTMENT HOUSES,4,5
720000,40.71825027,-73.83396912,Queens,A1,ALT 1 Enlargement,421550869,4052779,4408,7/8/2019,113-13,76 ROAD,BUSINESS,3,2
3154028,40.73199081,-73.9593277,Brooklyn,NB,New Building,320909479,3830946,21311,7/8/2019,144,WEST STREET,RESIDENTIAL: APARTMENT HOUSES,7,22
956228,40.73202133,-73.95556641,Brooklyn,NB,New Building,320622199,3064428,6461,7/8/2019,116,INDIA STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
407000,40.7532196,-73.81617737,Queens,NB,New Building,421557639,4619758,2750,7/8/2019,45-51,SMART STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
400044,40.75333023,-73.81629944,Queens,NB,New Building,421618182,4618437,2703,7/8/2019,45-47,SMART STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
400044,40.75337982,-73.81636047,Queens,NB,New Building,421618173,4619740,2703,7/8/2019,45-45,SMART STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1362784,40.76929092,-73.92301941,Queens,NB,New Building,421244040,4006903,9208,7/8/2019,27-15,27 ST.,RESIDENTIAL: APARTMENT HOUSES,5,10
5624888,40.77875137,-73.98271179,Manhattan,NB,New Building,121204516,1030422,38006,7/8/2019,214,WEST 72ND STREET,RESIDENTIAL: APARTMENT HOUSES,21,18
341732,40.78162003,-73.94502258,Manhattan,NB,New Building,123140476,1090377,2309,7/8/2019,1828,FIRST AVENUE,FACTORY/INDUSTRIAL: MODERATE HAZARD,2,
717356,40.79602051,-73.81672668,Queens,NB,New Building,421219443,4867367,4847,7/8/2019,150-31,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
398000,40.81256104,-73.94450378,Manhattan,A1,ALT 1 Enlargement,123198075,1058086,205,7/8/2019,153,WEST 131ST STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
4135712,40.83853912,-73.92228699,Bronx,NB,New Building,220522682,2129283,27944,7/8/2019,1285,EDWARD L G HIGHWAY,RESIDENTIAL: APARTMENT HOUSES,9,29
234429,40.54000854,-74.19975281,Staten Island,A1,ALT 1 Enlargement,520366032,5083681,301,7/9/2019,730,SHELDON AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
693676,40.50896072,-74.24447632,Staten Island,NB,New Building,500875323,5171442,4687,7/9/2019,70,SUMMIT STREET,EDUCATIONAL,1,
127658,40.51042175,-74.24462128,Staten Island,A1,ALT 1 Enlargement,510113146,5089259,1878,7/9/2019,238,YETMAN AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
960500,40.58087921,-73.96642303,Brooklyn,A1,ALT 1 Enlargement,321536343,3196331,0,7/9/2019,363,NEPTUNE AVE,RESIDENTIAL: APARTMENT HOUSES,4,16
500000,40.60169983,-74.1100235,Staten Island,A1,ALT 1 Enlargement,520357300,5022884,1211,7/9/2019,99,MERRICK AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
220500,40.60951996,-73.97171021,Brooklyn,A1,ALT 1 Enlargement,321384293,3174833,1190,7/9/2019,1649,EAST 2 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1160616,40.627491,-73.97370148,Brooklyn,NB,New Building,321435719,3425788,7842,7/9/2019,319,ELMWOOD AVENUE,"RESIDENTIAL: HOTELS, DORMITORIES",4,30
12072212,40.63776016,-74.00675201,Brooklyn,NB,New Building,320528489,3425096,81569,7/9/2019,5521,8TH AVENUE,BUSINESS,6,
548868,40.64233017,-73.9956665,Brooklyn,A1,ALT 1 Enlargement,320844565,3136034,5178,7/9/2019,4308,10TH  AVENUE,EDUCATIONAL,5,0
88000,40.64458084,-74.01956177,Brooklyn,A1,ALT 1 Enlargement,320770359,3015242,661,7/9/2019,247,57 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
3153288,40.66350174,-73.99762726,Brooklyn,NB,New Building,320577540,3009318,21306,7/9/2019,131,22ND STREET,"RESIDENTIAL: HOTELS, DORMITORIES",4,58
720340,40.67731094,-73.99981689,Brooklyn,A1,ALT 1 Enlargement,321659576,3005572,1077,7/9/2019,140,LUQUER STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
280000,40.6821785,-73.7780304,Queens,A1,ALT 1 Enlargement,421739060,4267790,1088,7/9/2019,166-15,120 AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1200000,40.68228912,-73.98053741,Brooklyn,A1,ALT 1 Enlargement,321189370,3006007,3520,7/9/2019,51,ST MARKS PLACE,RESIDENTIAL: APARTMENT HOUSES,4,4
737974,40.68349075,-73.99622345,Brooklyn,A1,ALT 1 Enlargement,321659567,3004219,554,7/9/2019,279,SACKETT STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
40460,40.68357849,-73.79295349,Queens,A1,ALT 1 Enlargement,421923271,4259984,2599,7/9/2019,115-44,SUTPHIN BLVD,MERCANTILE,2,1
1251488,40.69303131,-73.80786896,Queens,NB,New Building,421239582,4310604,8456,7/9/2019,144-32,LIBERTY AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,6
448700,40.69633102,-73.92829895,Brooklyn,A1,ALT 1 Enlargement,321572393,3073478,1761,7/9/2019,28A,CEDAR STREET,RESIDENTIAL: APARTMENT HOUSES,3,2
1000000,40.70174026,-73.99506378,Brooklyn,A1,ALT 1 Enlargement,321194275,3378528,1034,7/9/2019,58,COLUMBIA HEIGHTS,"RESIDENTIAL: HOTELS, DORMITORIES",5,29
10603312,40.71139145,-73.96295166,Brooklyn,NB,New Building,321193196,3805860,71644,7/9/2019,361,BEDFORD AVE,"RESIDENTIAL: HOTELS, DORMITORIES",9,104
1777332,40.72140121,-73.94268799,Brooklyn,NB,New Building,321704802,3426288,12009,7/9/2019,68,NORTH HENRY STREET,RESIDENTIAL: APARTMENT HOUSES,6,7
2408000,40.73244095,-74.00476837,Manhattan,A1,ALT 1 Enlargement,121182059,1010010,947,7/9/2019,30,GROVE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
428016,40.73735809,-73.90059662,Queens,NB,New Building,421411243,4541794,2892,7/9/2019,48-37,65 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
428016,40.7374115,-73.90059662,Queens,NB,New Building,421411234,4543011,2892,7/9/2019,48-35,65 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
428016,40.73744965,-73.90059662,Queens,NB,New Building,421411225,4595496,2892,7/9/2019,48-33,65 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
428016,40.73751068,-73.90059662,Queens,NB,New Building,421411216,4541793,2892,7/9/2019,48-31,65 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
1134864,40.74737167,-73.8286438,Queens,NB,New Building,421082857,4607936,7668,7/9/2019,56-75,136 ST,RESIDENTIAL: APARTMENT HOUSES,3,7
407000,40.7532692,-73.8162384,Queens,NB,New Building,421551207,4618378,2750,7/9/2019,45-49,SMART STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
307500,40.75373077,-73.81812286,Queens,A1,ALT 1 Enlargement,421601476,4117450,3055,7/9/2019,143-02,45 AVENUE,MERCANTILE,2,
20000000,40.76641083,-73.97104645,Manhattan,A1,ALT 1 Enlargement,121327493,1040917,21078,7/9/2019,815,FIFTH AVENUE,RESIDENTIAL: APARTMENT HOUSES,14,7
440000,40.77705002,-73.91822052,Queens,A1,ALT 1 Enlargement,421628894,4019311,985,7/9/2019,23-26,24 ST.,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
1076108,40.80971909,-73.91638947,Bronx,NB,New Building,220638228,2128984,7271,7/9/2019,540,EAST 142 ST,RESIDENTIAL: APARTMENT HOUSES,4,8
1076108,40.80973816,-73.91647339,Bronx,NB,New Building,220637167,2128983,7271,7/9/2019,538,EAST 142 ST,RESIDENTIAL: APARTMENT HOUSES,4,8
2523696,40.82429886,-73.94999695,Manhattan,NB,New Building,121187955,1061865,17052,7/9/2019,512,WEST 143RD STREET,EDUCATIONAL,5,
304609,40.83597946,-73.9107666,Bronx,A1,ALT 1 Enlargement,220690946,2007205,196,7/9/2019,1331,FINDLAY AVENUE,RESIDENTIAL: APARTMENT HOUSES,2,9
595000,40.89039993,-73.86154938,Bronx,A1,ALT 1 Enlargement,220676935,2063120,810,7/9/2019,640,E 228TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
515726,40.53995895,-74.15322113,Staten Island,A1,ALT 1 Enlargement,510113244,5067750,1857,7/10/2019,252,ARMSTRONG AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
29600,40.54024887,-74.1996994,Staten Island,NB,New Building,520366041,5171763,200,7/10/2019,730GAR,SHELDON AVENUE,UTILITY / MISCELLANEOUS,1,0
71580,40.5872612,-73.96836853,Brooklyn,A1,ALT 1 Enlargement,320516651,3195799,481,7/10/2019,2553,EAST 1ST STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
526732,40.59215927,-73.79641724,Queens,NB,New Building,420663446,4302025,3559,7/10/2019,337,BEACH 67 STREET,RESIDENTIAL: APARTMENT HOUSES,4,3
375624,40.59626007,-74.10061646,Staten Island,NB,New Building,520358069,5022547,2538,7/10/2019,44,CHAPIN AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
314204,40.59635162,-74.10028839,Staten Island,NB,New Building,520358050,5171080,2123,7/10/2019,40,CHAPIN AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
150000,40.6015892,-73.97666168,Brooklyn,A1,ALT 1 Enlargement,321702252,3178225,52,7/10/2019,239,AVENUE S,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
587020,40.60715866,-73.98026276,Brooklyn,A1,ALT 1 Enlargement,320908416,3175549,1636,7/10/2019,1629,WEST 7 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1485000,40.61468124,-73.91024017,Brooklyn,A1,ALT 1 Enlargement,321451905,3243469,9079,7/10/2019,6404,STRICKLAND AVENUE,ASSEMBLY: OTHER,3,0
226200,40.6198082,-73.98097992,Brooklyn,A1,ALT 1 Enlargement,321490819,3131572,0,7/10/2019,2036,58 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
575000,40.62023926,-74.0046463,Brooklyn,A1,ALT 1 Enlargement,321783094,3158863,0,7/10/2019,1370,73 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,1
646949,40.62285995,-73.94779968,Brooklyn,A1,ALT 1 Enlargement,321511440,3208590,2394,7/10/2019,1155,EAST 28TH ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
129900,40.62384033,-74.01384735,Brooklyn,A1,ALT 1 Enlargement,321794206,3149010,180,7/10/2019,1014,BAYRIDGE PARKWAY,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
754000,40.63475037,-74.0042038,Brooklyn,A1,ALT 1 Enlargement,321565025,3140245,0,7/10/2019,962,57TH STREET,RESIDENTIAL: APARTMENT HOUSES,4,3
614039,40.67147064,-73.95140839,Brooklyn,A1,ALT 1 Enlargement,320908078,3032234,1167,7/10/2019,812,ST JOHNS PLACE,RESIDENTIAL: APARTMENT HOUSES,5,5
1000,40.67155075,-73.98368073,Brooklyn,A1,ALT 1 Enlargement,321743654,3021248,629,7/10/2019,345,5 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
537092,40.67602158,-73.93016815,Brooklyn,NB,New Building,320911019,3829665,3629,7/10/2019,85,UTICA AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
1998888,40.67699051,-73.96414185,Brooklyn,NB,New Building,320975780,3028570,13506,7/10/2019,373,PROSPECT PLACE,RESIDENTIAL: APARTMENT HOUSES,4,6
2259450,40.67958069,-73.91969299,Brooklyn,A1,ALT 1 Enlargement,321646910,3041433,8074,7/10/2019,244,HOWARD AVE,RESIDENTIAL: APARTMENT HOUSES,4,22
1060124,40.686409,-73.90950775,Brooklyn,NB,New Building,320910868,3079668,7163,7/10/2019,1084,DECATUR STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
633648,40.6887207,-73.94389343,Brooklyn,A1,ALT 1 Enlargement,321789409,3050494,1408,7/10/2019,455,LEXINGTON AVE,RESIDENTIAL: APARTMENT HOUSES,4,5
2296960,40.68906021,-73.95475769,Brooklyn,NB,New Building,321385032,3414286,15520,7/10/2019,1021,BEDFORD AVENUE,RESIDENTIAL: APARTMENT HOUSES,6,15
630000,40.68923187,-73.92887115,Brooklyn,A1,ALT 1 Enlargement,322063672,3044538,1680,7/10/2019,774,QUINCY ST,RESIDENTIAL: APARTMENT HOUSES,3,3
1183852,40.69488144,-73.95572662,Brooklyn,NB,New Building,321291188,3048421,7999,7/10/2019,687,MYRTLE AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,5
493740,40.69488907,-73.92649841,Brooklyn,A1,ALT 1 Enlargement,320910332,3074059,2708,7/10/2019,13,STANHOPE ST,RESIDENTIAL: APARTMENT HOUSES,4,5
2000000,40.70806885,-73.92051697,Brooklyn,A1,ALT 1 Enlargement,320908906,3072636,6375,7/10/2019,321,STARR STREET,MERCANTILE,2,
817404,40.71554184,-73.96183777,Brooklyn,NB,New Building,320713322,3399187,5523,7/10/2019,121,NORTH 1ST STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
1437035,40.71743011,-73.97781372,Manhattan,A1,ALT 1 Enlargement,122901128,1078040,0,7/10/2019,80,COLUMBIA ST,RESIDENTIAL: APARTMENT HOUSES,14,130
1077144,40.72166061,-73.78283691,Queens,NB,New Building,421513981,4155896,7278,7/10/2019,182-60,RADNOR RD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
125000,40.72261047,-73.77040863,Queens,A1,ALT 1 Enlargement,421176587,4224131,2143,7/10/2019,86-35,SANCHO STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
3800000,40.72940826,-73.94756317,Brooklyn,A1,ALT 1 Enlargement,320597261,3337703,21804,7/10/2019,120,JEWEL STREET,BUSINESS,4,
