cost_estimate,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,square_footage,permit_issuance_date,job_location_house_number,job_location_street_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
437000,40.73194122,-73.7871933,Queens,A1,ALT 1 Enlargement,421713444,4619639,2131,6/27/2019,183-11,73 AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
400000,40.73197174,-73.75585938,Queens,A1,ALT 1 Enlargement,421597533,4165133,1808,6/27/2019,82-03,214 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1607280,40.73701096,-73.99437714,Manhattan,NB,New Building,121186448,1015293,10860,6/27/2019,20,WEST 15 STREET,"RESIDENTIAL: HOTELS, DORMITORIES",10,30
126620068,40.74192047,-73.95955658,Queens,NB,New Building,420662802,4618318,855541,6/27/2019,52-03,CENTER BOULEVARD,RESIDENTIAL: APARTMENT HOUSES,56,800
726680,40.74602127,-73.94715118,Queens,NB,New Building,421369209,4000558,4910,6/27/2019,21-19,46 AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,6
726680,40.74623108,-73.94670868,Queens,NB,New Building,421416499,4000572,4910,6/27/2019,21-30,45 ROAD,RESIDENTIAL: APARTMENT HOUSES,4,6
726680,40.74625015,-73.94680023,Queens,NB,New Building,421369236,4000573,4910,6/27/2019,21-28,45 ROAD,RESIDENTIAL: APARTMENT HOUSES,4,6
726680,40.7462616,-73.94687653,Queens,NB,New Building,421394510,4614924,4910,6/27/2019,21-26,45 ROAD,RESIDENTIAL: APARTMENT HOUSES,4,6
726680,40.74628067,-73.94698334,Queens,NB,New Building,421369245,4617764,4910,6/27/2019,21-24,45 ROAD,RESIDENTIAL: APARTMENT HOUSES,4,6
726680,40.7462883,-73.94705963,Queens,NB,New Building,421393548,4614905,4910,6/27/2019,21-22,45 ROAD,RESIDENTIAL: APARTMENT HOUSES,4,6
3475625,40.74769974,-73.99389648,Manhattan,A1,ALT 1 Enlargement,122143457,1014260,14342,6/27/2019,211,WEST 28TH STREET,RESIDENTIAL: APARTMENT HOUSES,14,37
662004,40.7532196,-73.72756958,Queens,NB,New Building,421406598,4173071,4473,6/27/2019,247-05,CULLMAN AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
258000,40.75539017,-73.81356812,Queens,A1,ALT 1 Enlargement,421680639,4122831,73,6/27/2019,147-29,HAWTHORN AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
2592664,40.7579689,-73.86483765,Queens,NB,New Building,420785948,4617751,17518,6/27/2019,32-54,104 STREET,RESIDENTIAL: APARTMENT HOUSES,4,10
503540,40.76280975,-73.76598358,Queens,A1,ALT 1 Enlargement,421713943,4138444,1057,6/27/2019,42-15,216 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
11640496,40.76906967,-73.92146301,Queens,NB,New Building,420839150,4609936,78652,6/27/2019,29-19,NEWTOWN AVE,RESIDENTIAL: APARTMENT HOUSES,8,44
538005,40.77064133,-73.91052246,Queens,A1,ALT 1 Enlargement,421467344,4441105,2398,6/27/2019,23-52,38 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
401880,40.77589035,-73.7869873,Queens,A1,ALT 1 Enlargement,421621445,4130032,1800,6/27/2019,23-76,206 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
34003148,40.77965164,-73.9552002,Manhattan,NB,New Building,122668648,1090530,229751,6/27/2019,147,EAST 86TH STREET,RESIDENTIAL: APARTMENT HOUSES,18,61
594960,40.78131104,-73.78041077,Queens,NB,New Building,421543093,4617648,4020,6/27/2019,18-56,BAY LANE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
594960,40.78131104,-73.78041077,Queens,NB,New Building,421543100,4617649,4020,6/27/2019,18-58,BAY LANE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
734672,40.79681015,-73.81591797,Queens,NB,New Building,421306492,4867473,4964,6/27/2019,150-36,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
519480,40.87654114,-73.90080261,Bronx,NB,New Building,220639263,2128919,3510,6/27/2019,3,ARMAND PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
520516,40.87659836,-73.90074921,Bronx,NB,New Building,220639254,2128920,3517,6/27/2019,5,ARMAND PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1269396,40.88209915,-73.90293121,Bronx,NB,New Building,220429329,2129317,8577,6/27/2019,5701,BROADWAY,MERCANTILE,2,
466975,40.51884079,-74.19966125,Staten Island,A1,ALT 1 Enlargement,520333755,5082878,1716,6/28/2019,5803,HYLAN BLVD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
220224,40.56647873,-73.89112854,Queens,NB,New Building,421219032,4464520,1488,6/28/2019,514,BROWNS BLVD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
356000,40.64614868,-73.9792099,Brooklyn,A1,ALT 1 Enlargement,321721259,3124130,240,6/28/2019,220,EAST 2 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
254100,40.67510986,-73.80037689,Queens,A1,ALT 1 Enlargement,421355919,4261187,956,6/28/2019,140-11,123 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1764604,40.67515182,-73.96041107,Brooklyn,NB,New Building,320908862,3343219,11923,6/28/2019,529,PARK PLACE,RESIDENTIAL: APARTMENT HOUSES,5,8
800000,40.6776886,-73.99285126,Brooklyn,A1,ALT 1 Enlargement,310025718,3007911,4506,6/28/2019,85,3 STREET,RESIDENTIAL APT HOUSE,5,5
2633956,40.67818069,-73.8636322,Brooklyn,NB,New Building,301251730,3094511,17797,6/28/2019,203,FORBELL STREET,"ASSEMBLY (CHURCHES, CONCERT HALLS)",3,
1348265,40.68104935,-73.91282654,Brooklyn,A1,ALT 1 Enlargement,320910724,3041354,4039,6/28/2019,303,SUMPTER STREET,RESIDENTIAL: APARTMENT HOUSES,4,8
1165056,40.68106079,-73.91272736,Brooklyn,NB,New Building,321438832,3041353,7872,6/28/2019,305,SUMPTER ST,RESIDENTIAL: APARTMENT HOUSES,4,9
952972,40.68510056,-73.96231842,Brooklyn,NB,New Building,320514788,3426519,6439,6/28/2019,145,GATES AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
833257,40.68564987,-73.96658325,Brooklyn,A1,ALT 1 Enlargement,320552530,3056006,1200,6/28/2019,410,WAVERLY AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
610500,40.68592072,-73.98779297,Brooklyn,A1,ALT 1 Enlargement,321472152,3001355,334,6/28/2019,141,BERGEN STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
2407000,40.69242096,-73.9560318,Brooklyn,A1,ALT 1 Enlargement,321162022,3055241,8712,6/28/2019,944,BEDFORD AVENUE,INSTITUTION: ASSISTED LIVING,4,1
1332600,40.69858932,-73.91467285,Brooklyn,A1,ALT 1 Enlargement,321656141,3076154,2041,6/28/2019,313,LINDEN STREET,RESIDENTIAL: APARTMENT HOUSES,4,8
1071372,40.71221924,-73.94801331,Brooklyn,NB,New Building,320910412,3069190,7239,6/28/2019,79,POWERS STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
1094756,40.71369171,-73.94304657,Brooklyn,NB,New Building,321188745,3069082,7397,6/28/2019,196,DEVOE STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
270000,40.71482086,-73.74877167,Queens,A1,ALT 1 Enlargement,420662848,4446392,2260,6/28/2019,98-11,211 STREET,STORAGE: LOW HAZARD,2,
7004344,40.71577835,-73.95218658,Brooklyn,A1,ALT 1 Enlargement,321779152,3061860,25993,6/28/2019,505,UNION AVE,RESIDENTIAL: APARTMENT HOUSES,5,23
529250,40.72267151,-73.95614624,Brooklyn,A1,ALT 1 Enlargement,320934058,3061527,23085,6/28/2019,105,N 13 ST,BUSINESS,8,
583655,40.72666931,-73.99295044,Manhattan,A1,ALT 1 Enlargement,123046257,1008479,463655,6/28/2019,39,GREAT JONES STREET,RESIDENTIAL: APARTMENT HOUSES,7,8
461760,40.72695923,-73.97585297,Manhattan,NB,New Building,121191003,1083142,3120,6/28/2019,212,AVENUE C,UTILITY / MISCELLANEOUS,2,0
6147032,40.75569153,-73.93002319,Queens,NB,New Building,420996355,4619351,41534,6/28/2019,36-27,31 STREET,RESIDENTIAL: APARTMENT HOUSES,7,33
548060,40.758461,-73.77532959,Queens,A1,ALT 1 Enlargement,421487377,4156683,6326,6/28/2019,207-26,NORTHERN BLVD,MERCANTILE,2,
150000,40.78495026,-73.81790161,Queens,A1,ALT 1 Enlargement,421862773,4105293,144,6/28/2019,147-16,16 RD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
688496,40.79602051,-73.81672668,Queens,NB,New Building,421222457,4867476,4652,6/28/2019,150-05,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
44714944,40.81290054,-73.95498657,Manhattan,NB,New Building,121643043,1090163,302128,6/28/2019,450,W 126TH ST,BUSINESS,11,
2643062,40.87007904,-73.8425827,Bronx,A1,ALT 1 Enlargement,210076567,2095095,10074,6/28/2019,3020,EASTCHESTER RD,ASSEMBLY: OTHER,1,0
7616672,40.87506866,-73.91017151,Manhattan,NB,New Building,103402881,1064672,51464,6/28/2019,22,MARBLE HILL AVENUE,RESIDENTIAL APT HOUSE,6,34
2147616,40.87767029,-73.86567688,Bronx,A1,ALT 1 Enlargement,220152741,2057677,0,6/28/2019,3510,WHITE PLAINS ROAD,RESIDENTIAL: APARTMENT HOUSES,5,23
951750,40.87868118,-73.86508942,Bronx,A1,ALT 1 Enlargement,220324192,2057691,56474,6/28/2019,3560,WHITE PLAINS ROAD,RESIDENTIAL: APARTMENT HOUSES,8,59
650615,40.67399979,-73.98105621,Brooklyn,A1,ALT 1 Enlargement,321608667,3020616,101,6/29/2019,92,GARFIELD PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,1
85000,40.71532059,-73.81896973,Queens,A1,ALT 1 Enlargement,421371205,4143645,0,6/30/2019,139-21,COOLIDGE AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
459000,40.72541046,-73.78914642,Queens,A1,ALT 1 Enlargement,421566727,4155459,1168,6/30/2019,176-60,80 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
580000,40.72652054,-73.78740692,Queens,A1,ALT 1 Enlargement,421454250,4155506,1747,6/30/2019,179-27,80 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
842636,40.53044891,-74.15686035,Staten Island,A1,ALT 1 Enlargement,520259265,5070012,3304,7/1/2019,35,WAKEFIELD ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
865652,40.57398987,-74.00662994,Brooklyn,NB,New Building,320959977,3347760,5849,7/1/2019,4006,ATLANTIC AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,1
88000,40.59457016,-73.92868042,Brooklyn,A1,ALT 1 Enlargement,321933627,3250181,602,7/1/2019,73,BEVY COURT,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,1
1306248,40.60169983,-73.74288177,Queens,NB,New Building,421173704,4298586,8826,7/1/2019,Jul-74,ELVIRA AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
744884,40.60387039,-73.99389648,Brooklyn,NB,New Building,321930363,3426635,5033,7/1/2019,2139,84TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
367484,40.61167145,-74.12638092,Staten Island,NB,New Building,520371455,5018054,2483,7/1/2019,37,MOUNTAINVIEW AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
367484,40.61169052,-74.12670898,Staten Island,NB,New Building,520371473,5171566,2483,7/1/2019,41,MOUNTAINVIEW AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
367484,40.61172104,-74.12671661,Staten Island,NB,New Building,520371464,5171565,2483,7/1/2019,39,MOUNTAINVIEW AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
367484,40.61180115,-74.12671661,Staten Island,NB,New Building,520371446,5171564,2483,7/1/2019,35,MOUNTAINVIEW AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1355000,40.62506104,-73.96439362,Brooklyn,A1,ALT 1 Enlargement,320910485,3179480,406,7/1/2019,1123,AVENUE J,BUSINESS,2,
776408,40.63632965,-73.90708923,Brooklyn,NB,New Building,321414411,3421881,5246,7/1/2019,8516,AVE J,RESIDENTIAL: APARTMENT HOUSES,3,5
36888260,40.67004013,-73.85868835,Brooklyn,NB,New Building,321191198,3425088,249245,7/1/2019,2858,LINDEN BLVD,RESIDENTIAL: APARTMENT HOUSES,12,235
167000,40.67193985,-73.82404327,Queens,A1,ALT 1 Enlargement,421654597,4254280,903,7/1/2019,133-35,115 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
71300,40.67639923,-73.84282684,Queens,A1,ALT 1 Enlargement,421859778,4247912,142,7/1/2019,94-19,PLATTWOOD AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
762644,40.67668915,-73.9364624,Brooklyn,NB,New Building,320622634,3426283,5153,7/1/2019,1592,PACIFIC STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
2254484,40.68466949,-73.90904236,Brooklyn,NB,New Building,321189940,3424257,15233,7/1/2019,61,MOFFAT STREET,RESIDENTIAL: APARTMENT HOUSES,5,12
404947,40.68613815,-73.95324707,Brooklyn,A1,ALT 1 Enlargement,321120808,3050867,1468,7/1/2019,349,GATES AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,6
135000,40.68761826,-73.80374146,Queens,A1,ALT 1 Enlargement,421644901,4257775,1431,7/1/2019,109-29,142 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
390000,40.69208145,-73.92817688,Brooklyn,A1,ALT 1 Enlargement,321440981,3043656,0,7/1/2019,20,PATCHEN AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,5
360000,40.69213867,-73.92817688,Brooklyn,A1,ALT 1 Enlargement,321440990,3043655,0,7/1/2019,18,PATCHEN AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,5
8880000,40.70494843,-73.93602753,Brooklyn,NB,New Building,320625249,3826446,60000,7/1/2019,232,SEIGEL STREET,"RESIDENTIAL: HOTELS, DORMITORIES",13,150
24516940,40.70721817,-74.00631714,Manhattan,NB,New Building,121017559,1088815,165655,7/1/2019,215,PEARL STREET,"RESIDENTIAL: HOTELS, DORMITORIES",38,240
14102180,40.71146011,-74.00702667,Manhattan,NB,New Building,121193546,1090476,95285,7/1/2019,1,BEEKMAN STREET,RESIDENTIAL: APARTMENT HOUSES,25,31
557978,40.72356033,-73.78829956,Queens,A1,ALT 1 Enlargement,420949576,4155641,254,7/1/2019,178-33,KILDARE ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
456876,40.72970963,-73.75479126,Queens,NB,New Building,421252245,4165380,3087,7/1/2019,85-23,214 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
173000,40.73360825,-73.85603333,Queens,A1,ALT 1 Enlargement,421573684,4050620,411,7/1/2019,99-37,63 AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,3
66364976,40.73643112,-73.95955658,Brooklyn,NB,New Building,320597449,3418262,448412,7/1/2019,41,BLUE SLIP,RESIDENTIAL: APARTMENT HOUSES,39,421
3000000,40.74425888,-73.92472076,Queens,A1,ALT 1 Enlargement,421624255,4002493,14187,7/1/2019,39-31,QUEENS BLVD,STORAGE: LOW HAZARD,7,23
2270024,40.74966812,-73.94180298,Queens,NB,New Building,421017474,4618183,15338,7/1/2019,42-44,CRESCENT STREET,RESIDENTIAL: APARTMENT HOUSES,8,12
11936052,40.75143814,-73.98445129,Manhattan,NB,New Building,121332664,1090634,80649,7/1/2019,36,WEST 38TH STREET,"RESIDENTIAL: HOTELS, DORMITORIES",20,200
353905,40.764431,-73.82290649,Queens,A1,ALT 1 Enlargement,420876939,4113419,1393,7/1/2019,144-02,NORTHERN BLVD,MERCANTILE,2,
59052,40.77064133,-73.91052246,Queens,NB,New Building,421604883,4441105,399,7/1/2019,23-52,38 STREET,UTILITY / MISCELLANEOUS,1,2
12795932,40.77664185,-73.96156311,Manhattan,NB,New Building,121188366,1046469,86459,7/1/2019,1045,MADISON AVENUE,RESIDENTIAL: APARTMENT HOUSES,18,16
4494187,40.83470917,-73.85671997,Bronx,A1,ALT 1 Enlargement,220151412,2028945,0,7/1/2019,2035,BENEDICT AVE,RESIDENTIAL: APARTMENT HOUSES,5,20
1131000,40.89271164,-73.91072845,Bronx,A1,ALT 1 Enlargement,220152885,2085825,4334,7/1/2019,625,WEST 246TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
104142,40.57373047,-74.11155701,Staten Island,A1,ALT 1 Enlargement,520380258,5052712,479,7/2/2019,226,BURBANK AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
670292,40.57709122,-74.13643646,Staten Island,NB,New Building,520370161,5037186,4529,7/2/2019,277,LIGHTHOUSE AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
246272,40.5928688,-74.18731689,Staten Island,NB,New Building,520335824,5171391,1664,7/2/2019,101,BURKE AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
246272,40.59299088,-74.18710327,Staten Island,NB,New Building,520334656,5041679,1664,7/2/2019,107,BURKE AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
414400,40.59606934,-73.79615021,Queens,NB,New Building,401459514,4590890,2800,7/2/2019,540,BEACH   67 STREET,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
689384,40.60211182,-74.07597351,Staten Island,NB,New Building,520380882,5171120,4658,7/2/2019,100,POUCH TERRACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
836052,40.62741852,-74.16808319,Staten Island,NB,New Building,510058287,5164859,5649,7/2/2019,2348,FOREST AVENUE,ASSEMBLY: EATING & DRINKING,2,0
930328,40.63547897,-73.94468689,Brooklyn,NB,New Building,321385443,3114072,6286,7/2/2019,1525,NEW YORK AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
734376,40.64517975,-74.01846313,Brooklyn,NB,New Building,321532766,3426151,4962,7/2/2019,262,55 STREET,RESIDENTIAL: APARTMENT HOUSES,5,5
897867,40.64696884,-74.00630951,Brooklyn,A1,ALT 1 Enlargement,321387370,3011608,1770,7/2/2019,550,45 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
10067552,40.67958069,-73.93993378,Brooklyn,NB,New Building,321129792,3425135,68024,7/2/2019,1520,FULTON STREET,RESIDENTIAL: APARTMENT HOUSES,10,50
1289133,40.68177032,-73.96489716,Brooklyn,A1,ALT 1 Enlargement,321188022,3057580,0,7/2/2019,574,WASHINGTON AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,4
617100,40.6844101,-73.99342346,Brooklyn,A1,ALT 1 Enlargement,321256742,3006500,2300,7/2/2019,38,BUTLER STREET,RESIDENTIAL: APARTMENT HOUSES,4,3
358120,40.68561935,-73.99321747,Brooklyn,A1,ALT 1 Enlargement,321953748,3006342,324,7/2/2019,287,BALTIC STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1098580,40.68732834,-73.91934204,Brooklyn,A1,ALT 1 Enlargement,321699319,3039815,1836,7/2/2019,1068,PUTNAM AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
5000000,40.68733978,-73.99269867,Brooklyn,A1,ALT 1 Enlargement,321184623,3005723,5746,7/2/2019,20,BERGEN STREET,EDUCATIONAL,5,
1608020,40.68822861,-73.94159698,Brooklyn,NB,New Building,321188709,3426446,10865,7/2/2019,459,QUINCY STREET,RESIDENTIAL: APARTMENT HOUSES,4,10
5394000,40.70476913,-73.93546295,Brooklyn,A1,ALT 1 Enlargement,321371369,3071474,26136,7/2/2019,229,MOORE STREET,BUSINESS,2,
690000,40.71809006,-73.94817352,Brooklyn,A1,ALT 1 Enlargement,321772471,3068064,3973,7/2/2019,386,LEONARD STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
424325,40.75730896,-73.8003006,Queens,A1,ALT 1 Enlargement,421952952,4122599,1275,7/2/2019,43-39,166 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
12205,40.76145935,-73.91192627,Queens,A1,ALT 1 Enlargement,421408015,4012630,225,7/2/2019,44-18,30TH ROAD,RESIDENTIAL: APARTMENT HOUSES,3,3
1748100,40.76390076,-73.96575165,Manhattan,A1,ALT 1 Enlargement,122605270,1042046,5216,7/2/2019,163,EAST 62 STREET,RESIDENTIAL: APARTMENT HOUSES,7,10
2315400,40.7908783,-73.97135925,Manhattan,A1,ALT 1 Enlargement,123361913,1032517,1889,7/2/2019,146,WEST 92ND STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
20602932,40.80704117,-73.9444809,Manhattan,NB,New Building,123519022,1053478,139209,7/2/2019,56,W 125 STREET,RESIDENTIAL: APARTMENT HOUSES,17,141
10352156,40.81575012,-73.86898041,Bronx,NB,New Building,220152457,2128373,69947,7/2/2019,1600,RANDALL AVENUE,RESIDENTIAL: APARTMENT HOUSES,6,99
3861764,40.82812119,-73.91335297,Bronx,NB,New Building,210178671,2824960,26093,7/2/2019,378,EAST 165TH STREET,RESIDENTIAL: APARTMENT HOUSES,6,31
1071816,40.8495903,-73.83071136,Bronx,NB,New Building,220368082,2124414,7242,7/2/2019,3113,WESTCHESTER  AVENUE,MERCANTILE,1,
944388,40.86560059,-73.83744049,Bronx,NB,New Building,220428632,2127257,6381,7/2/2019,1664,EAST GUN HILL ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
627964,40.50650024,-74.24223328,Staten Island,NB,New Building,520368174,5171388,4243,7/3/2019,394,YETMAN AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
39072,40.50650024,-74.24223328,Staten Island,NB,New Building,520368192,5171389,264,7/3/2019,394GAR,YETMAN AVENUE,UTILITY / MISCELLANEOUS,1,0
627964,40.50658035,-74.24226379,Staten Island,NB,New Building,520368165,5171386,4243,7/3/2019,390,YETMAN AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
39072,40.50658035,-74.24226379,Staten Island,NB,New Building,520368183,5171387,264,7/3/2019,390GAR,YETMAN AVENUE,UTILITY / MISCELLANEOUS,1,0
478188,40.5999794,-73.74517822,Queens,NB,New Building,420838115,4863874,3231,7/3/2019,911,HICKSVILLE ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
451548,40.5999794,-73.74517822,Queens,NB,New Building,420838124,4863876,3051,7/3/2019,907,HICKSVILLE ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
478188,40.5999794,-73.74517822,Queens,NB,New Building,420838188,4863873,3231,7/3/2019,903,HICKSVILLE ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
485884,40.5999794,-73.74517822,Queens,NB,New Building,420838197,4863875,3283,7/3/2019,909,HICKSVILLE ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
451548,40.5999794,-73.74517822,Queens,NB,New Building,420847944,4863877,3051,7/3/2019,905,HICKSVILLE ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
56240,40.60499954,-74.06741333,Staten Island,NB,New Building,520377404,5170973,380,7/3/2019,31GAR,HARVEY STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,2
65120,40.6059494,-73.74736023,Queens,NB,New Building,421176596,4596248,440,7/3/2019,1147,BEACH 12 STREET,UTILITY / MISCELLANEOUS,1,
526090,40.60644913,-73.96547699,Brooklyn,A1,ALT 1 Enlargement,321803090,3177502,367,7/3/2019,703,KINGS HIGHWAY,MERCANTILE,2,2
3348500,40.61412048,-73.99664307,Brooklyn,NB,New Building,321195014,3159647,22625,7/3/2019,1759,BAY RIDGE PARKWAY,RESIDENTIAL: APARTMENT HOUSES,4,13
500000,40.62746811,-74.00668335,Brooklyn,A1,ALT 1 Enlargement,320306147,3142442,0,7/3/2019,1105,67 STREET,ASSEMBLY: OTHER,3,
265680,40.63261032,-73.97602081,Brooklyn,A1,ALT 1 Enlargement,321657916,3127582,975,7/3/2019,753,EAST 2ND ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
90000,40.63471985,-73.90812683,Brooklyn,A1,ALT 1 Enlargement,300924016,3225661,4968,7/3/2019,1041,EAST   83 STREET,INSTITUTIONAL (INCAPACITATED),4,
922632,40.6354599,-73.94500732,Brooklyn,NB,New Building,321385737,3426533,6234,7/3/2019,1527,NEW YORK AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
240000,40.65280151,-73.74549103,Queens,A1,ALT 1 Enlargement,421638605,4291871,1198,7/3/2019,238-23,149 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
33641436,40.655159,-73.9486084,Brooklyn,NB,New Building,320908764,3426069,227307,7/3/2019,350,CLARKSON AVENUE,RESIDENTIAL: APARTMENT HOUSES,8,250
1743440,40.67321014,-73.95130157,Brooklyn,NB,New Building,320596529,3031499,11780,7/3/2019,800,PARK PLACE,RESIDENTIAL: APARTMENT HOUSES,6,8
6915448,40.67855835,-73.91030884,Brooklyn,NB,New Building,321244809,3425192,46726,7/3/2019,48,SOMERS STREET,RESIDENTIAL: APARTMENT HOUSES,7,24
670292,40.68304062,-73.93704987,Brooklyn,NB,New Building,320911108,3817428,4529,7/3/2019,424,HALSEY STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
280000,40.69015884,-73.75312042,Queens,A1,ALT 1 Enlargement,421671818,4272726,241,7/3/2019,119-31,197 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
3570796,40.69261932,-73.9571228,Brooklyn,NB,New Building,321317758,3425966,24127,7/3/2019,344,WILLOUGHBY AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,5
1896815,40.70317078,-73.79754639,Queens,A1,ALT 1 Enlargement,421341300,4215619,13982,7/3/2019,92-32,UNION HALL STREET,"RESIDENTIAL: HOTELS, DORMITORIES",8,131
186718576,40.71046066,-73.99124146,Manhattan,NB,New Building,121185528,1089771,1261612,7/3/2019,250,SOUTH STREET,RESIDENTIAL: APARTMENT HOUSES,72,815
65000,40.71247101,-73.7414093,Queens,A1,ALT 1 Enlargement,421680023,4239001,120,7/3/2019,103-18,217TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
436000,40.71905899,-73.82195282,Queens,A1,ALT 1 Enlargement,421602224,4143115,651,7/3/2019,138-37,78ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
186600,40.72060013,-73.85671997,Queens,A1,ALT 1 Enlargement,421891019,4533326,1007,7/3/2019,67-12,EXETER STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
113000,40.72840118,-73.72042847,Queens,A1,ALT 1 Enlargement,421896951,4176717,795,7/3/2019,247-12,88TH ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
197500,40.73675919,-73.71862793,Queens,A1,ALT 1 Enlargement,421527672,4175261,1139,7/3/2019,83-07,249 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
418000,40.74092102,-73.81652069,Queens,A1,ALT 1 Enlargement,421715656,4141510,2618,7/3/2019,153-10,59TH AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
